2454
Ghost,51.5,251.5,0,0
Ghost,52.5,251.5,0,0
Ghost,53.5,251.5,0,0
Ghost,54.5,251.5,0,0
Ghost,55.5,251.5,0,0
Ghost,56.5,251.5,0,0
Ghost,57.5,251.5,0,0
Ghost,58.5,251.5,0,0
Ghost,59.5,251.5,0,0
Ghost,60.5,251.5,0,0
Ghost,61.5,251.5,0,0
Ghost,62.5,251.5,0,0
Ghost,63.5,251.5,0,0
Ghost,64.5,251.5,0,0
Ghost,65.5,251.5,0,0
Ghost,66.5,251.5,0,0
Ghost,67.5,251.5,0,0
Ghost,68.5,251.5,0,0
Ghost,69.5,251.5,0,0
Ghost,70.5,251.5,0,0
Ghost,71.5,251.5,0,0
Ghost,72.5,251.5,0,0
Ghost,73.5,251.5,0,0
Ghost,74.5,251.5,0,0
Ghost,75.5,251.5,0,0
Ghost,76.5,251.5,0,0
Ghost,77.5,251.5,0,0
Ghost,78.5,251.5,0,0
Ghost,79.5,251.5,0,0
Ghost,80.5,251.5,0,0
Ghost,81.5,251.5,0,0
Ghost,82.5,251.5,0,0
Ghost,83.5,251.5,0,0
Ghost,84.5,251.5,0,0
Ghost,85.5,251.5,0,0
Ghost,86.5,251.5,0,0
Ghost,87.5,251.5,0,0
Ghost,88.5,251.5,0,0
Ghost,89.5,251.5,0,0
Ghost,90.5,251.5,0,0
Ghost,91.5,251.5,0,0
Ghost,92.5,251.5,0,0
Ghost,93.5,251.5,0,0
Ghost,94.5,251.5,0,0
Ghost,95.5,251.5,0,0
Ghost,96.5,251.5,0,0
Ghost,97.5,251.5,0,0
Ghost,98.5,251.5,0,0
Ghost,51.5,252.5,0,0
Ghost,52.5,252.5,0,0
Ghost,53.5,252.5,0,0
Ghost,54.5,252.5,0,0
Ghost,55.5,252.5,0,0
Ghost,56.5,252.5,0,0
Ghost,57.5,252.5,0,0
Ghost,58.5,252.5,0,0
Ghost,59.5,252.5,0,0
Ghost,60.5,252.5,0,0
Ghost,61.5,252.5,0,0
